gender,age,occupation,education,income,children,ethnicity,ev_owner,ev_count,ev_motivation,ev_type,ev_model,ev_range,ev_experience,public_charging_frequency,charger_compatibility,home_type,home_charging_method,daily_trips,trip_purpose,parking_location,parking_duration,daily_distance,max_wait_time,preferred_charge_time,location_flexibility,weekly_charge_frequency,avg_charge_duration,info_preference,walking_distance,ac_vs_dc_preference,charger_choice_reason,travel_to_charger,satisfaction_score,memorable_experience,difficulty_finding_station,accessibility_importance,station_choice_factors,improvement_suggestions,facility_improvement_ideas,statements_agreement,user_involvement_belief,charging_effect_on_time,recharge_threshold,future_features,long_trip_planning,newcastle_distribution_rating,parking_habits_effect,parking_convenience,pc
Male,45-54,Employed,Some college,"£35,001 - £50,000",Yes - children aged 5 to 10 years old,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Renault Zoe,400-500 km,More than 3 years,Weekly,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,1 to 2,"Work/School, Leisure, Errands",Home,5 to 8 hours,30km to 50km,10 to 20 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),3 to 4 times,Less than 1 hour,Mobile app,Less than 1km,DC Charger,Availability of charger on-route.,6km to 9km,3.0,"My experience is mostly negaitive in that its hard to find a charger that is cheap nowadays, or that is close enough to my final destination or that there is enough of them that they are available.",Yes,5.0,"Proximity to my destination, Availability of fast charging, Cost of charging",Cost and how many are available,Increase the number of charging stations,It is more convenient to charge my vehicle only after ending my trips for the day.,Yes,Slightly increases travel time.,40% - 60%,combined with drink or snack vending ,I choose charging stations that are conveniently located along my preferred route.,3.0,I have to park further from my destination.,Slightly less convenient,TS11
Female,25-34,Employed,Bachelor's degree,"£50,001 - £70,000",No children aged 18 or under,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Audi e-tron #,300-400 km,1-3 years,Rarely,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,1 to 2,"Work/School, Errands",Home,More than 8 hours,30km to 50km,10 to 20 minutes.,6pm to 12am,Not flexible (must be very close to usual routes),1 to 2 times,More than 6 hours,Mobile app,1km to 2km,DC Charger,Duration of charge.,3km to 6km,3.0,Driving to Manchester. Parked in carpark overnight but had to return after a concert to move my car to plug in as all the chargers (3) were full on arrival. There should be more chargers available. ,Yes,4.0,"Proximity to my destination, Availability of fast charging, Cost of charging, Safety and security of the location",An app to see if chargers are available before arrival. ,Increase the number of charging stations,It is more convenient to charge my vehicle only after ending my trips for the day.,Yes,Slightly increases travel time.,Below 20%,Contact less payment and not having to download an app for every different charging station ,I choose charging stations that are conveniently located along my preferred route.,2.0,No impact on my parking habits.,Slightly more convenient,NE2
Female,25-34,Employed,Some college,"£50,001 - £70,000",Yes - children aged under 5 years old,White,Yes,1,Other (please specify),Battery EV (exclusively powered by a rechargeable battery),Other (please specify),100-200 km,Less than 6 months,Weekly,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,1 to 2,Errands,Home,More than 8 hours,Less than 10km,< 10 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),1 to 2 times,More than 6 hours,In-car navigation system,Less than 1km,DC Charger,Availability of charger at the end of next trip.,1km to 3km,1.0,Never work and take your money ,Yes,5.0,"Proximity to my destination, User-friendly interface",More that work ,Increase the number of charging stations,I will wait to charge my vehicle when the cost is at its lowest.,Yes,Slightly increases travel time.,20% - 40%,Card machines that work ,I choose charging stations that are conveniently located along my preferred route.,1.0,No impact on my parking habits.,No difference,NE6
Female,25-34,Employed,Bachelor's degree,"£35,001 - £50,000",Yes - children aged under 5 years old,Black / African / Caribbean / Black British,Yes,1,Environmental concerns,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),Toyota Prius,100-200 km,6 months - 1 year,Monthly,My EV is not capable of DC fast charging,"Rental apartment in low-rise building (e.g., duplex, triplex, basement apartment)",Standard wall electrical outlet (Level 1),3 to 4,"Work/School, Errands, Returning Home",Home,5 to 8 hours,50km to 100km,20 to 30 minutes.,12am to 6am,Somewhat flexible (can be a minor detour),3 to 4 times,More than 6 hours,In-car navigation system,2km to 3km,DC Charger,Duration of charge.,3km to 6km,3.0,"I was rushing to my graduation, having spent the entire day running errands. I wasn't paying attention to my car's charging condition, and before I knew it, the battery was running low. To my embarrassment, my car came to a stop just before I could reach the next charging spot. I had to get out and push my vehicle to the charging port",Yes,5.0,"Proximity to my destination, Availability of fast charging, Cost of charging, User-friendly interface, Safety and security of the location, Amenities available nearby (e.g., restrooms, shops), Environmental considerations (e.g., renewable energy sources)","Environmental considerations, Amenities available nearby",Improve reliability and maintenance of existing stations,It is more convenient to charge my vehicle directly after ending every trip.,Yes,Slightly increases travel time.,Below 20%,"Battery Change, maintenance",I choose charging stations that are conveniently located along my preferred route.,3.0,I can park closer to my destination.,Slightly more convenient,SR5
Female,25-34,Employed,High school diploma,"Over £70,000",Yes - children aged under 5 years old,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),More than 500 km,Less than 6 months,Weekly,Not sure,Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,3 to 4,"Work/School, Leisure, Errands",Home,5 to 8 hours,50km to 100km,< 10 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),1 to 2 times,3 to 6 hours,Mobile app,1km to 2km,DC Charger,Duration of charge.,More than 9km,2.0,Free chargers,Yes,5.0,"Availability of fast charging, Cost of charging",Cost less,Improve reliability and maintenance of existing stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,Increases travel time significantly.,20% - 40%,More affordable,I plan my route entirely around charging stations.,3.0,No impact on my parking habits.,Much more convenient,SR5
Female,18-24,Unemployed,Some college,"£50,001 - £70,000",No children aged 18 or under,White,Yes,1,Environmental concerns,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),Hyundai Ioniq,200-300 km,Less than 6 months,Weekly,Not sure,Single family house/townhouse with dedicated parking,I do not charge at home,1 to 2,Errands,Home,More than 8 hours,Less than 10km,10 to 20 minutes.,6am to 12pm,Somewhat flexible (can be a minor detour),1 to 2 times,Less than 1 hour,In-car navigation system,1km to 2km,DC Charger,Duration of charge.,1km to 3km,2.0,Waiting 30 minutes and still not having a space available,Yes,4.0,"Proximity to my destination, Availability of fast charging, Cost of charging, Amenities available nearby (e.g., restrooms, shops)",Easy to pay,Increase the number of charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Not sure,Slightly increases travel time.,20% - 40%,Clear screen interfaces,I choose charging stations that are conveniently located along my preferred route.,3.0,I have to park further from my destination.,Much less convenient,NE3
Female,35-44,Employed,High school diploma,"Over £70,000",No children aged 18 or under,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),200-300 km,Less than 6 months,Monthly,My EV is not capable of DC fast charging,Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,1 to 2,Work/School,Home,5 to 8 hours,30km to 50km,< 10 minutes.,12am to 6am,Somewhat flexible (can be a minor detour),5 to 6 times,3 to 6 hours,In-car navigation system,Less than 1km,DC Charger,Duration of charge.,6km to 9km,2.0,"I have found that as more EVs are on the road, the longer the wait time is. I previously had a TESLA and arrived at a supercharge point of 10 units which were in use plus a queue of 4.",Yes,4.0,"Amenities available nearby (e.g., restrooms, shops)",More super chargers for other EVs (not just TESLA as I now have another EV),Increase the number of charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,Slightly increases travel time.,20% - 40%,"Restrooms, cafes and food outlets",I choose charging stations that are conveniently located along my preferred route.,2.0,No impact on my parking habits.,No difference,NE1
Female,25-34,Employed,High school diploma,"£35,001 - £50,000",Yes - children aged under 5 years old,White,Yes,1,Other (please specify),Battery EV (exclusively powered by a rechargeable battery),Other (please specify),400-500 km,Less than 6 months,Rarely,Not sure,Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),1 to 2,"Leisure, Errands",Home,More than 8 hours,Less than 10km,10 to 20 minutes.,12am to 6am,Not flexible (must be very close to usual routes),3 to 4 times,More than 6 hours,In-car navigation system,Less than 1km,DC Charger,Duration of charge.,1km to 3km,1.0,They never work or you need an account to use the charger ,Yes,5.0,"Proximity to my destination, Availability of fast charging, Cost of charging, Amenities available nearby (e.g., restrooms, shops)",Being next to amenities ,Improve reliability and maintenance of existing stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,Slightly increases travel time.,40% - 60%,Food / drink stations ,I choose charging stations that are conveniently located along my preferred route.,3.0,No impact on my parking habits.,No difference,DH5
Female,25-34,Employed,High school diploma,"£35,001 - £50,000",Yes - children aged under 5 years old,White,Yes,1,Other (please specify),Battery EV (exclusively powered by a rechargeable battery),Other (please specify),400-500 km,Less than 6 months,Rarely,Not sure,Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),1 to 2,"Leisure, Errands",Home,More than 8 hours,Less than 10km,10 to 20 minutes.,12am to 6am,Not flexible (must be very close to usual routes),3 to 4 times,More than 6 hours,In-car navigation system,Less than 1km,DC Charger,Duration of charge.,1km to 3km,1.0,They never work or you need an account to use the charger ,Yes,5.0,"Proximity to my destination, Availability of fast charging, Cost of charging, Amenities available nearby (e.g., restrooms, shops)",Being next to amenities ,Improve reliability and maintenance of existing stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,Slightly increases travel time.,40% - 60%,Food / drink stations ,I choose charging stations that are conveniently located along my preferred route.,3.0,No impact on my parking habits.,No difference,DH5
Male,25-34,Employed,Bachelor's degree,"£20,000 - £35,000",No children aged 18 or under,Black / African / Caribbean / Black British,Yes,1,Environmental concerns,Battery EV (exclusively powered by a rechargeable battery),Tesla Model 3,200-300 km,Less than 6 months,Weekly,Supercharger (Tesla),Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),More than 4,"Work/School, Leisure, Errands, Returning Home",Home,3 to 5 hours,30km to 50km,10 to 20 minutes.,12am to 6am,Somewhat flexible (can be a minor detour),3 to 4 times,Less than 1 hour,In-car navigation system,Less than 1km,DC Charger,Duration of charge.,1km to 3km,5.0,,Yes,5.0,"Proximity to my destination, Availability of fast charging, Environmental considerations (e.g., renewable energy sources)",,Increase the number of charging stations,I will wait to charge my vehicle when the cost is at its lowest.,Yes,No impact on travel time.,20% - 40%,,I choose charging stations that are conveniently located along my preferred route.,3.0,I have to park further from my destination.,Much more convenient,TS4
Female,35-44,Employed,Some college,"£20,000 - £35,000",Yes - children aged 11 to 15 years old,Mixed,Yes,,Technological interest,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),Hyundai Ioniq,200-300 km,6 months - 1 year,Weekly,CCS (Combined Charging System; or Combo 2; or SAE),"Rental apartment in low-rise building (e.g., duplex, triplex, basement apartment)",I do not charge at home,1 to 2,"Work/School, Errands",Home,More than 8 hours,Less than 10km,10 to 20 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),1 to 2 times,1 to 3 hours,Online map,Less than 1km,DC Charger,Duration of charge.,1km to 3km,4.0,"I had an errand to run and I am supposed to charge same day, I decided to charge before running the errand because I don’t know when I will be back, I got to a charging port to see lots of people waiting, that disrupted my plan",Yes,5.0,"Availability of fast charging, Cost of charging, User-friendly interface",Having a leisure activity around that can keep someone entertained ,Provide incentives for EV owners to share private charging stations,It is more convenient to charge my vehicle only after ending my trips for the day.,Yes,Increases travel time significantly.,40% - 60%,Tracking charging time,I only consider charging stations as a backup plan o d. I do not consider charging stations in my route planning.,3.0,I can park closer to my destination.,Slightly more convenient,TS25
Female,35-44,Employed,Bachelor's degree,"Over £70,000",Yes - children aged 11 to 15 years old,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),100-200 km,1-3 years,Weekly,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse without dedicated parking,I do not charge at home,1 to 2,Work/School,Workplace,5 to 8 hours,10km to 30km,< 10 minutes.,6am to 12pm,Somewhat flexible (can be a minor detour),1 to 2 times,Less than 1 hour,In-car navigation system,Less than 1km,DC Charger,Duration of charge.,3km to 6km,3.0,"Easy, fast and close to shops to buy refreshments whilst I wait ",Yes,4.0,"Proximity to my destination, Availability of fast charging, Cost of charging, Amenities available nearby (e.g., restrooms, shops)",More fast charge points at supermarkets ,Provide incentives for EV owners to share private charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,Slightly increases travel time.,Below 20%,Options on how to pay. ,I choose charging stations that are conveniently located along my preferred route.,4.0,No impact on my parking habits.,No difference,TS2
Male,25-34,Employed,Master's degree,"£35,001 - £50,000",No children aged 18 or under,White,Yes,1,Cost savings,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),Hyundai Ioniq,200-300 km,6 months - 1 year,Monthly,Not sure,"Rental apartment in low-rise building (e.g., duplex, triplex, basement apartment)",Standard wall electrical outlet (Level 1),1 to 2,"Work/School, Errands",Home,More than 8 hours,10km to 30km,10 to 20 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),1 to 2 times,More than 6 hours,Online map,1km to 2km,AC Charger,Cost.,3km to 6km,3.0,"When we got to the charging station, the station was not working. Out of order stations are a major concern, hence, I follow online maps and read other`s recent comments on each station before making a trip to a station I have never been to before. ",Yes,4.0,"Proximity to my destination, Cost of charging, Safety and security of the location, Amenities available nearby (e.g., restrooms, shops)",We should be able to use a single app to charge our vehicles rather than having to download multiple different apps for different stations.,Increase the number of charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,Increases travel time significantly.,20% - 40%,There should be options for us to be able to leave our vehicle and stay in a warm place in the winter or cold place in the summer rather than having to sit in your vehicle. Things such as gas stations or bus stations would be good examples of such destionations. ,I choose charging stations that are conveniently located along my preferred route.,3.0,No impact on my parking habits.,Much more convenient,DH1
Male,35-44,Employed,Master's degree,"Over £70,000",Yes - children aged 5 to 10 years old,White,Yes,2,Government incentives,Battery EV (exclusively powered by a rechargeable battery),"Tesla Model 3, Other (please specify)",300-400 km,More than 3 years,Rarely,Supercharger (Tesla),Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,3 to 4,Work/School,Home,More than 8 hours,30km to 50km,10 to 20 minutes.,12pm to 6pm,Somewhat flexible (can be a minor detour),Every day to the week,3 to 6 hours,Mobile app,Less than 1km,AC Charger,Cost.,1km to 3km,4.0,It can get busy,No,4.0,"Proximity to my destination, Availability of fast charging, Cost of charging, User-friendly interface",More of them,Increase the number of charging stations,I will wait to charge my vehicle when the cost is at its lowest.,No,Slightly increases travel time.,60% - 80%,More of them,I only consider charging stations as a backup plan o d. I do not consider charging stations in my route planning.,5.0,No impact on my parking habits.,Slightly more convenient,DL1
Female,25-34,Employed,Master's degree,"£20,000 - £35,000",No children aged 18 or under,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),200-300 km,Less than 6 months,Rarely,My EV is not capable of DC fast charging,Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),1 to 2,Work/School,Workplace,More than 8 hours,30km to 50km,10 to 20 minutes.,12am to 6am,Not flexible (must be very close to usual routes),3 to 4 times,1 to 3 hours,Online map,1km to 2km,DC Charger,Duration of charge.,1km to 3km,2.0,,Yes,2.0,"Proximity to my destination, Availability of fast charging, Cost of charging, Amenities available nearby (e.g., restrooms, shops)",,Provide incentives for EV owners to share private charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,No impact on travel time.,40% - 60%,,I choose charging stations that are conveniently located along my preferred route.,2.0,No impact on my parking habits.,No difference,SR8
Male,35-44,Employed,Master's degree,"£50,001 - £70,000",No children aged 18 or under,White,Yes,1,Cost savings,Plug-in hybrid EV (powered by combination of rechargeable battery and gasoline engine or generator; includes range extenders),Mitsubishi Outlander PHEV,Less than 100 km,1-3 years,Never,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,1 to 2,"Work/School, Leisure, Errands",Home,More than 8 hours,Less than 10km,10 to 20 minutes.,6am to 12pm,Somewhat flexible (can be a minor detour),1 to 2 times,3 to 6 hours,In-car navigation system,1km to 2km,AC Charger,Cost.,Less than 1km,1.0,Went to use one at a local supermarket.  Unit was damaged and unusable with severe damage to foundations.  No option to report the damage to station owner.,Yes,1.0,"Proximity to my destination, Cost of charging, Safety and security of the location",,Increase the number of charging stations,It is more convenient to charge my vehicle directly after ending every trip.,Yes,Slightly increases travel time.,Below 20%,Toilet facilities,I only consider charging stations as a backup plan o d. I do not consider charging stations in my route planning.,1.0,No impact on my parking habits.,No difference,SR3
Female,45-54,Employed,Bachelor's degree,"Over £70,000",No children aged 18 or under,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Tesla Model 3,300-400 km,1-3 years,Rarely,Supercharger (Tesla),Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),3 to 4,Work/School,Home,More than 8 hours,50km to 100km,10 to 20 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),5 to 6 times,3 to 6 hours,In-car navigation system,1km to 2km,DC Charger,Availability of charger at the end of next trip.,6km to 9km,1.0,Got a parking ticket while waiting for charger. Wouldn't use that station again.,Yes,3.0,Proximity to my destination,"Amenities available, more chargers",Increase the number of charging stations,I choose to charge my vehicle regardless of the cost.,Yes,No impact on travel time.,Above 80%,"Restrooms, refreshments, entertainment",I choose charging stations that are conveniently located along my preferred route.,2.0,No impact on my parking habits.,No difference,NE2
Female,45-54,Employed,Bachelor's degree,"Over £70,000",No children aged 18 or under,White,Yes,1,Environmental concerns,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),200-300 km,1-3 years,Never,Not sure,Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),3 to 4,"Work/School, Errands",Home,5 to 8 hours,10km to 30km,< 10 minutes.,6pm to 12am,Not flexible (must be very close to usual routes),1 to 2 times,3 to 6 hours,Mobile app,1km to 2km,DC Charger,Duration of charge.,3km to 6km,2.0,,Yes,5.0,"Proximity to my destination, Availability of fast charging",,Provide incentives for EV owners to share private charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,No impact on travel time.,20% - 40%,,I only consider charging stations as a backup plan o d. I do not consider charging stations in my route planning.,3.0,No impact on my parking habits.,Slightly less convenient,TS22 5JL
Male,35-44,Employed,Some college,"£20,000 - £35,000",Yes - children aged 5 to 10 years old,White,Yes,1,Technological interest,Battery EV (exclusively powered by a rechargeable battery),Kia Niro,100-200 km,1-3 years,Weekly,Not sure,Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),1 to 2,"Work/School, Leisure, Errands",Others,1 to 3 hours,10km to 30km,10 to 20 minutes.,6am to 12pm,Not flexible (must be very close to usual routes),1 to 2 times,1 to 3 hours,Mobile app,1km to 2km,DC Charger,Duration of charge.,1km to 3km,4.0,"Short waiting times, when I have to wait the person in front seems excited to use the service and at times you ll get a smile or a brief conversation,  people are proud to drive EV I guess",No,,"Proximity to my destination, Availability of fast charging",In time I think you will need more charging points as  gradually ev users will significantly  increas. Times move on and  petrol and diesel will be a thing of the past. We're well into the 21st century now . It's crazy to imagine how far technology can go in its advancement by the turn of the century. ,Increase the number of charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,No impact on travel time.,Below 20%,Loyalty bonuses for loysl cudtomers,I choose charging stations that are conveniently located along my preferred route.,5.0,No impact on my parking habits.,No difference,SR8
Female,18-24,Employed,Bachelor's degree,"£20,000 - £35,000",No children aged 18 or under,Black / African / Caribbean / Black British,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),BMW 3 Series c.,200-300 km,Less than 6 months,Rarely,Not sure,"Rental apartment in low-rise building (e.g., duplex, triplex, basement apartment)",I do not charge at home,3 to 4,"Work/School, Leisure, Errands, Returning Home",Home,3 to 5 hours,30km to 50km,10 to 20 minutes.,12pm to 6pm,Flexible (can be a major detour),3 to 4 times,1 to 3 hours,Mobile app,1km to 2km,DC Charger,Duration of charge.,1km to 3km,4.0,It was easily accessible and easy to use ,No,1.0,"Proximity to my destination, Availability of fast charging, Cost of charging, User-friendly interface, Safety and security of the location, Amenities available nearby (e.g., restrooms, shops), Environmental considerations (e.g., renewable energy sources)",Adequate facilities ,Improve reliability and maintenance of existing stations,It is more convenient to charge my vehicle directly after ending every trip.,Yes,Increases travel time significantly.,20% - 40%,Adequate facilities ,I choose charging stations that are conveniently located along my preferred route.,4.0,I can park closer to my destination.,Much more convenient,TS4 3SL
Male,25-34,Employed,Master's degree,"Over £70,000",No children aged 18 or under,White,Yes,1,Technological interest,Battery EV (exclusively powered by a rechargeable battery),Mini Countryman Cooper S E,100-200 km,6 months - 1 year,Rarely,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,1 to 2,"Work/School, Leisure, Returning Home",Home,More than 8 hours,Less than 10km,< 10 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),1 to 2 times,More than 6 hours,Mobile app,Less than 1km,DC Charger,Availability of charger on-route.,1km to 3km,2.0,Fastened tend to have good reliable and plentiful chargers,Yes,4.0,"Proximity to my destination, Availability of fast charging, User-friendly interface, Safety and security of the location",A universal app,Improve reliability and maintenance of existing stations,I will wait to charge my vehicle when the cost is at its lowest.,Yes,No impact on travel time.,20% - 40%,Located near coffee shops and restrooms,I choose charging stations that are conveniently located along my preferred route.,3.0,No impact on my parking habits.,No difference,SR4
Male,25-34,Employed,High school diploma,"£20,000 - £35,000",Yes - children aged 11 to 15 years old,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Volkswagen e-Golf,100-200 km,6 months - 1 year,Weekly,Not sure,Single family house/townhouse without dedicated parking,Shared DC fast charger,1 to 2,Work/School,Workplace,1 to 3 hours,10km to 30km,20 to 30 minutes.,12pm to 6pm,Somewhat flexible (can be a minor detour),5 to 6 times,1 to 3 hours,Mobile app,1km to 2km,DC Charger,Duration of charge.,6km to 9km,4.0,Positive,Yes,4.0,"Availability of fast charging, Cost of charging",More charging ports,Allow for longer charging sessions,It is more convenient to charge my vehicle only after ending my trips for the day.,Yes,No impact on travel time.,40% - 60%,Yes definitely ,I choose charging stations that are conveniently located along my preferred route.,3.0,I have to park further from my destination.,Much more convenient,DH6
Male,55-64,Employed,Bachelor's degree,"£20,000 - £35,000",Yes - children aged 16 to 18 years old,White,Yes,One,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Nissan Leaf,200-300 km,6 months - 1 year,Weekly,CHAdeMO,Single family house/townhouse with dedicated parking,Shared DC fast charger,1 to 2,Work/School,Home,More than 8 hours,50km to 100km,20 to 30 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),3 to 4 times,1 to 3 hours,Online map,Less than 1km,DC Charger,Duration of charge.,1km to 3km,4.0,i found a long queue at a charging station and had to wait because i was almost out of charge.,No,4.0,"Proximity to my destination, Availability of fast charging",ensure available and well functioning EV chargers,Improve reliability and maintenance of existing stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,Slightly reduces travel time.,Below 20%,quick payment processing .,I choose charging stations that are conveniently located along my preferred route.,3.0,No impact on my parking habits.,Much more convenient,NE3
Male,25-34,Employed,Bachelor's degree,"£35,001 - £50,000",No children aged 18 or under,White,Yes,2,Environmental concerns,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),200-300 km,1-3 years,Rarely,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Fixed/hard-wired Level 2 charging station,1 to 2,"Work/School, Returning Home",Workplace,5 to 8 hours,50km to 100km,< 10 minutes.,12am to 6am,Not flexible (must be very close to usual routes),3 to 4 times,3 to 6 hours,In-car navigation system,Less than 1km,AC Charger,Cost.,1km to 3km,2.0,went to charge but the app designed to use the charging station wouldnt allow me to connect or pay so i had to find another one,Yes,5.0,"Proximity to my destination, Availability of fast charging, Cost of charging, User-friendly interface, Amenities available nearby (e.g., restrooms, shops)",on station controls so that you dont have to use 15 apps to charge,Increase the number of charging stations,It is more convenient to charge my vehicle only after ending my trips for the day.,Yes,Increases travel time significantly.,20% - 40%,"food places, general stores and toilets. ",I choose charging stations that are conveniently located along my preferred route.,3.0,I have to park further from my destination.,Slightly less convenient,TS2
Female,35-44,Employed,Bachelor's degree,"£50,001 - £70,000",Yes - children aged 5 to 10 years old,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Tesla Model X,400-500 km,6 months - 1 year,Monthly,Supercharger (Tesla),Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),1 to 2,Work/School,Home,More than 8 hours,10km to 30km,10 to 20 minutes.,6pm to 12am,Somewhat flexible (can be a minor detour),3 to 4 times,More than 6 hours,Mobile app,Less than 1km,DC Charger,Duration of charge.,1km to 3km,1.0,Work had chargers that were free,No,4.0,"Proximity to my destination, Availability of fast charging, Amenities available nearby (e.g., restrooms, shops)",Amenities near by,Increase the number of charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Yes,Slightly increases travel time.,20% - 40%,"Toilets, park",I choose charging stations that are conveniently located along my preferred route.,3.0,No impact on my parking habits.,No difference,DH8
Male,45-54,Employed,Bachelor's degree,"£50,001 - £70,000",Yes - children aged under 5 years old,White,Yes,1,Environmental concerns,Battery EV (exclusively powered by a rechargeable battery),Other (please specify),100-200 km,1-3 years,Monthly,CCS (Combined Charging System; or Combo 2; or SAE),Single family house/townhouse with dedicated parking,Standard wall electrical outlet (Level 1),1 to 2,Work/School,Home,5 to 8 hours,10km to 30km,10 to 20 minutes.,6am to 12pm,Somewhat flexible (can be a minor detour),3 to 4 times,More than 6 hours,Mobile app,1km to 2km,DC Charger,Duration of charge.,3km to 6km,2.0,my car stopped working after unplugging the public charger. It tripped something in the car,Yes,3.0,"Availability of fast charging, Cost of charging, Safety and security of the location",just more of them,Provide incentives for EV owners to share private charging stations,I charge my vehicle earlier in the day or later at night to avoid peak energy usage hours.,Not sure,Slightly increases travel time.,20% - 40%,toilets,I choose charging stations that are conveniently located along my preferred route.,4.0,No impact on my parking habits.,No difference,SR4
Male,55-64,Employed,High school diploma,"Over £70,000",No children aged 18 or under,White,Yes,1,Cost savings,Battery EV (exclusively powered by a rechargeable battery),Audi e-tron #,Less than 100 km,Less than 6 months,Never,Not sure,Single family house/townhouse with dedicated parking,Portable Level 2 charging station,1 to 2,Leisure,Home,Less than 1 hour,Less than 10km,< 10 minutes.,12am to 6am,Not flexible (must be very close to usual routes),3 to 4 times,,Mobile app,Less than 1km,DC Charger,Duration of charge.,Less than 1km,2.0,Having to wait over an hour when I could have walked to my home in less time!,No,5.0,"Proximity to my destination, Availability of fast charging, Cost of charging",Better lighting and a nearby coffee machine,Increase the number of charging stations,I will wait to charge my vehicle when the cost is at its lowest.,Yes,Slightly increases travel time.,20% - 40%,Self serve coffee machines,I only consider charging stations as a backup plan o d. I do not consider charging stations in my route planning.,2.0,No impact on my parking habits.,Slightly less convenient,DH1
